chr7:141551800-141554000,ENSG00000006530.11$AGK$chr7$141250989$+,0.4
chr1:54714727-54715727,ENSG00000006555.6$TTC22$chr1$55266940$-,0.45
chr1:54780527-54782927,ENSG00000006555.6$TTC22$chr1$55266940$-,0.54
chr1:54784127-54784327,ENSG00000006555.6$TTC22$chr1$55266940$-,0.42
chr7:75736082-75738482,ENSG00000006606.4$CCL26$chr7$75419214$-,0.64
chr7:75794682-75797082,ENSG00000006606.4$CCL26$chr7$75419214$-,0.73
chr7:75822882-75824482,ENSG00000006606.4$CCL26$chr7$75419214$-,0.47
chr7:75865682-75867682,ENSG00000006606.4$CCL26$chr7$75419214$-,0.53
chr2:241218385-241220585,ENSG00000006607.9$FARP2$chr2$242295658$+,0.42
chr2:241278785-241281185,ENSG00000006607.9$FARP2$chr2$242295658$+,0.47
chr2:241382785-241385185,ENSG00000006607.9$FARP2$chr2$242295658$+,0.68
chr2:241394785-241395585,ENSG00000006607.9$FARP2$chr2$242295658$+,0.59
chr2:241460585-241462585,ENSG00000006607.9$FARP2$chr2$242295658$+,0.64
chr7:30479184-30480584,ENSG00000006625.13$GGCT$chr7$30591095$-,0.35
chr7:30492984-30493984,ENSG00000006625.13$GGCT$chr7$30591095$-,0.47
chr7:30505384-30506184,ENSG00000006625.13$GGCT$chr7$30591095$-,0.38
chr7:30517384-30517984,ENSG00000006625.13$GGCT$chr7$30591095$-,0.51
chr7:87934685-87937085,ENSG00000006634.3$DBF4$chr7$87505531$+,0.4
chr19:39822560-39824160,ENSG00000006659.8$LGALS14$chr19$40194946$+,0.38
chr19:39834160-39835360,ENSG00000006659.8$LGALS14$chr19$40194946$+,0.43
chr17:14070083-14071683,ENSG00000006695.6$COX10$chr17$13972813$+,0.35
chr19:39388560-39390560,ENSG00000006712.10$PAF1$chr19$39881835$-,0.42
chr17:12794283-12796283,ENSG00000006740.12$ARHGAP44$chr17$12692856$+,0.51
chr17:12845683-12845883,ENSG00000006740.12$ARHGAP44$chr17$12692856$+,0.69
chr17:12876083-12876283,ENSG00000006740.12$ARHGAP44$chr17$12692856$+,0.36
chrX:2921559-2923159,ENSG00000006756.11$ARSD$chrX$2847392$-,0.55
chr17:10250283-10252683,ENSG00000006788.8$MYH13$chr17$10276447$-,0.52
chr17:10446683-10448083,ENSG00000006788.8$MYH13$chr17$10276447$-,0.57
chr17:10449283-10449683,ENSG00000006788.8$MYH13$chr17$10276447$-,0.53
chr12:1680634-1682234,ENSG00000006831.9$ADIPOR2$chr12$1797740$+,0.55
chr5:134364309-134366709,ENSG00000006837.7$CDKL3$chr5$133706738$-,0.62
chr16:2750399-2752199,ENSG00000007038.6$PRSS21$chr16$2867164$+,0.4
chr16:2883799-2884599,ENSG00000007038.6$PRSS21$chr16$2867164$+,0.35
chr19:17929991-17932391,ENSG00000007080.6$CCDC124$chr19$18043825$+,0.45
chr19:17933391-17935391,ENSG00000007080.6$CCDC124$chr19$18043825$+,0.45
chr17:27796574-27798574,ENSG00000007171.12$NOS2$chr17$26127525$-,0.57
chr17:27823774-27826174,ENSG00000007171.12$NOS2$chr17$26127525$-,0.53
chr17:11614283-11615083,ENSG00000007174.13$DNAH9$chr17$11501748$+,0.71
chr17:28306574-28307574,ENSG00000007216.10$SLC13A2$chr17$26800311$+,0.41
chr17:28354974-28356974,ENSG00000007216.10$SLC13A2$chr17$26800311$+,0.35
chr17:28357977-28359577,ENSG00000007216.10$SLC13A2$chr17$26800311$+,0.35
chr17:28513382-28515582,ENSG00000007216.10$SLC13A2$chr17$26800311$+,0.43
chr19:41656472-41658072,ENSG00000007306.10$CEACAM7$chr19$42210895$-,0.51
chr19:41730680-41732080,ENSG00000007306.10$CEACAM7$chr19$42210895$-,0.68
chr19:41732480-41734880,ENSG00000007306.10$CEACAM7$chr19$42210895$-,0.69
chr19:41739480-41741880,ENSG00000007306.10$CEACAM7$chr19$42210895$-,0.63
chr19:41754892-41756492,ENSG00000007306.10$CEACAM7$chr19$42210895$-,0.65
chr19:41777892-41778292,ENSG00000007306.10$CEACAM7$chr19$42210895$-,0.42
chr19:41779092-41780693,ENSG00000007306.10$CEACAM7$chr19$42210895$-,0.46
chr19:41782493-41782693,ENSG00000007306.10$CEACAM7$chr19$42210895$-,0.51
chr1:112616578-112618378,ENSG00000007341.14$ST7L$chr1$113163447$-,0.46
chr1:169711059-169712459,ENSG00000007908.11$SELE$chr1$169733846$-,0.56
chr1:169726059-169728259,ENSG00000007908.11$SELE$chr1$169733846$-,0.6
chr1:6704140-6705140,ENSG00000007923.11$DNAJC11$chr1$6761984$-,0.67
chr6:16089169-16091569,ENSG00000007944.10$MYLIP$chr6$16129356$+,0.48
chr6:16091969-16093569,ENSG00000007944.10$MYLIP$chr6$16129356$+,0.54
chr1:1714761-1716761,ENSG00000008128.18$CDK11A$chr1$1655766$-,0.41
chr1:1714761-1716761,ENSG00000008130.11$NADK$chr1$1711896$-,0.39
chr1:1909561-1911961,ENSG00000008130.11$NADK$chr1$1711896$-,0.36
chr7:6322769-6323569,ENSG00000008256.11$CYTH3$chr7$6312275$-,0.4
chr7:87934685-87937085,ENSG00000008277.10$ADAM22$chr7$87563458$+,0.47
chr7:106083554-106084154,ENSG00000008282.3$SYPL1$chr7$105753022$-,0.39
chr17:51129239-51130039,ENSG00000008294.16$SPAG9$chr17$49198226$-,0.53
chr12:6241034-6242434,ENSG00000008323.11$PLEKHG6$chr12$6419602$+,0.51
chr12:6471234-6473234,ENSG00000008323.11$PLEKHG6$chr12$6419602$+,0.39
chr19:4183003-4185003,ENSG00000008382.11$MPND$chr19$4343524$+,0.38
chr19:4400403-4402003,ENSG00000008382.11$MPND$chr19$4343524$+,0.63
chr19:4458003-4458603,ENSG00000008382.11$MPND$chr19$4343524$+,0.37
chr19:4469803-4471403,ENSG00000008382.11$MPND$chr19$4343524$+,0.36
chr12:107078622-107081022,ENSG00000008405.7$CRY1$chr12$107487607$-,0.4
chr12:107090222-107092422,ENSG00000008405.7$CRY1$chr12$107487607$-,0.58
chr19:45995742-45997342,ENSG00000008438.4$PGLYRP1$chr19$46526323$-,0.35
chr16:2903599-2904599,ENSG00000008517.12$IL32$chr16$3115298$+,0.47
chr22:50612172-50614572,ENSG00000008735.10$MAPK8IP2$chr22$51039114$+,0.55
chr17:40054747-40055547,ENSG00000008838.13$MED24$chr17$38217468$-,0.52
chr1:114667379-114669779,ENSG00000009307.11$CSDE1$chr1$115301297$-,0.36
chr1:114777979-114779979,ENSG00000009307.11$CSDE1$chr1$115301297$-,0.47
chr1:11097943-11099143,ENSG00000009724.12$MASP2$chr1$11107290$-,0.51
chr1:11100143-11100743,ENSG00000009724.12$MASP2$chr1$11107290$-,0.49
chr6:150384864-150385264,ENSG00000009765.10$IYD$chr6$150690028$+,0.63
chr6:150413664-150414464,ENSG00000009765.10$IYD$chr6$150690028$+,0.56
chr6:150417464-150419864,ENSG00000009765.10$IYD$chr6$150690028$+,0.49
chr1:27724089-27725689,ENSG00000009780.11$FAM76A$chr1$28052490$+,0.35
chr1:27726889-27728489,ENSG00000009780.11$FAM76A$chr1$28052490$+,0.36
chr12:4603234-4604834,ENSG00000010219.9$DYRK4$chr12$4671370$+,0.35
chr17:32322581-32324981,ENSG00000010244.12$ZNF207$chr17$30677136$+,0.53
chr17:32340581-32341981,ENSG00000010244.12$ZNF207$chr17$30677136$+,0.54
chr3:48491348-48492148,ENSG00000010256.6$UQCRC1$chr3$48648409$-,0.36
chr3:48607567-48608967,ENSG00000010256.6$UQCRC1$chr3$48648409$-,0.48
chr7:38159598-38161198,ENSG00000010270.9$STARD3NL$chr7$38217824$+,0.44
chr7:38226399-38227799,ENSG00000010270.9$STARD3NL$chr7$38217824$+,0.37
chr12:6192634-6194834,ENSG00000010278.7$CD9$chr12$6308881$+,0.61
chr12:6241034-6242434,ENSG00000010278.7$CD9$chr12$6308881$+,0.48
chr12:6490634-6491034,ENSG00000010292.8$NCAPD2$chr12$6602522$+,0.52
chr12:6491234-6492834,ENSG00000010292.8$NCAPD2$chr12$6602522$+,0.43
chr19:45606742-45607942,ENSG00000010310.4$GIPR$chr19$46171502$+,0.37
chr19:45680342-45682342,ENSG00000010310.4$GIPR$chr19$46171502$+,0.46
chr19:45693342-45695742,ENSG00000010310.4$GIPR$chr19$46171502$+,0.41
chr3:52509384-52510584,ENSG00000010327.6$STAB1$chr3$52529354$+,0.53
chrX:149537468-149539640,ENSG00000010404.13$IDS$chrX$148615470$-,0.66
chr9:33742202-33743602,ENSG00000010438.12$PRSS3$chr9$33750515$+,0.52
chr9:33790602-33792202,ENSG00000010438.12$PRSS3$chr9$33750515$+,0.5
chr12:6724834-6726234,ENSG00000010610.5$CD4$chr12$6896024$+,0.36
chr12:6865236-6867036,ENSG00000010626.10$LRRC23$chr12$6982733$+,0.43
chr6:26087972-26090172,ENSG00000010704.14$HFE$chr6$26087509$+,0.41
chr1:23734310-23735710,ENSG00000011007.8$TCEB3$chr1$24069645$+,0.46
chr1:23788710-23790910,ENSG00000011009.6$LYPLA2$chr1$24117460$+,0.36
chr17:51129239-51130039,ENSG00000011052.17$NME2$chr17$49230951$+,0.45
chr17:51164839-51166039,ENSG00000011052.17$NME2$chr17$49230951$+,0.73
chr12:3073034-3074434,ENSG00000011105.7$TSPAN9$chr12$3186521$+,0.42
chr17:58219639-58220839,ENSG00000011143.12$MKS1$chr17$56296966$-,0.49
chr3:43648908-43650508,ENSG00000011198.3$ABHD5$chr3$43731605$+,0.53
chr3:43659308-43660908,ENSG00000011198.3$ABHD5$chr3$43731605$+,0.59
chr3:43711708-43711908,ENSG00000011198.3$ABHD5$chr3$43731605$+,0.69
chr3:43783708-43784908,ENSG00000011198.3$ABHD5$chr3$43731605$+,0.38
chr19:15433389-15433989,ENSG00000011243.13$AKAP8L$chr19$15529952$-,0.54
chr19:747400-748800,ENSG00000011304.12$PTBP1$chr19$797075$+,0.37
chr19:766000-766600,ENSG00000011304.12$PTBP1$chr19$797075$+,0.43
chr3:45372908-45374108,ENSG00000011376.5$LARS2$chr3$45429998$+,0.44
chr3:45389108-45390508,ENSG00000011376.5$LARS2$chr3$45429998$+,0.44
chr19:15433389-15433989,ENSG00000011451.13$WIZ$chr19$15560762$-,0.69
chr19:45680342-45682342,ENSG00000011478.7$QPCTL$chr19$46195741$+,0.66
chr19:45693342-45695742,ENSG00000011478.7$QPCTL$chr19$46195741$+,0.54
chr19:35701498-35702498,ENSG00000011590.9$ZBTB32$chr19$36195429$+,0.45
chr19:35878098-35880498,ENSG00000011600.7$TYROBP$chr19$36399197$-,0.46
chr16:21150079-21152479,ENSG00000011638.6$TMEM159$chr16$21169698$+,0.64
chr16:21198679-21200879,ENSG00000011638.6$TMEM159$chr16$21169698$+,0.39
chr19:45468542-45469142,ENSG00000012061.11$ERCC1$chr19$45982086$-,0.68
chrX:49121447-49123050,ENSG00000012211.8$PRICKLE3$chrX$49042845$-,0.35
chrX:49154264-49155863,ENSG00000012211.8$PRICKLE3$chrX$49042845$-,0.56
chrX:49191943-49194343,ENSG00000012211.8$PRICKLE3$chrX$49042845$-,0.55
chr12:100344622-100345622,ENSG00000012504.9$NR1H4$chr12$100867486$+,0.46
chr12:100397022-100397622,ENSG00000012504.9$NR1H4$chr12$100867486$+,0.64
chr12:100483422-100485822,ENSG00000012504.9$NR1H4$chr12$100867486$+,0.69
chr12:100502222-100503622,ENSG00000012504.9$NR1H4$chr12$100867486$+,0.81
chr12:100504622-100505822,ENSG00000012504.9$NR1H4$chr12$100867486$+,0.71
chr12:100598822-100599222,ENSG00000012504.9$NR1H4$chr12$100867486$+,0.51
chr12:53724616-53726816,ENSG00000012822.11$CALCOCO1$chr12$54121529$-,0.54
chr12:53728016-53729216,ENSG00000012822.11$CALCOCO1$chr12$54121529$-,0.4
chr14:93194255-93196255,ENSG00000012963.9$UBR7$chr14$93673401$+,0.42
chr14:50558482-50560282,ENSG00000012983.7$MAP4K5$chr14$51027844$-,0.44
chr19:39997493-39999493,ENSG00000013275.3$PSMC4$chr19$40476912$+,0.4
chr4:6573473-6574873,ENSG00000013288.4$MAN2B2$chr4$6576902$+,0.42
chr17:44343432-44345232,ENSG00000013306.11$SLC25A39$chr17$42402238$-,0.53
chr16:29769879-29771279,ENSG00000013364.14$MVP$chr16$29831715$+,0.56
chr16:29788879-29790279,ENSG00000013364.14$MVP$chr16$29831715$+,0.64
chr16:29863479-29865679,ENSG00000013364.14$MVP$chr16$29831715$+,0.54
chr16:29926679-29928479,ENSG00000013364.14$MVP$chr16$29831715$+,0.35
chr7:151157313-151158313,ENSG00000013374.11$NUB1$chr7$151038785$+,0.35
chr7:151224514-151226514,ENSG00000013374.11$NUB1$chr7$151038785$+,0.44
chr7:151230714-151232114,ENSG00000013374.11$NUB1$chr7$151038785$+,0.36
chr2:200808677-200811077,ENSG00000013441.11$CLK1$chr2$201729422$-,0.45
chr2:200829277-200829677,ENSG00000013441.11$CLK1$chr2$201729422$-,0.51
chr2:200847477-200848077,ENSG00000013441.11$CLK1$chr2$201729422$-,0.53
chr14:76848657-76849257,ENSG00000013523.5$ANGEL1$chr14$77292589$-,0.4
chr12:12853266-12853866,ENSG00000013588.5$GPRC5A$chr12$13043716$+,0.61
chr12:13042866-13044266,ENSG00000013588.5$GPRC5A$chr12$13043716$+,0.35
chr4:1838473-1840273,ENSG00000013810.14$TACC3$chr4$1723227$+,0.37
chr6:96532324-96532724,ENSG00000014123.9$UFL1$chr6$96969471$+,0.41
chr8:143541830-143542630,ENSG00000014164.6$ZC3H3$chr8$144623623$-,0.41
chr11:65135329-65137729,ENSG00000014216.11$CAPN1$chr11$64948037$+,0.44
chr3:132261156-132263356,ENSG00000014257.11$ACPP$chr3$132036211$+,0.62
chr3:132302556-132304956,ENSG00000014257.11$ACPP$chr3$132036211$+,0.65
chr1:149900047-149901047,ENSG00000014914.15$MTMR11$chr1$149908791$-,0.8
chr1:149992059-149994256,ENSG00000014914.15$MTMR11$chr1$149908791$-,0.69
chrX:48540212-48542012,ENSG00000015285.6$WAS$chrX$48534985$+,0.43
chrX:48694409-48696009,ENSG00000015285.6$WAS$chrX$48534985$+,0.63
chrX:48799193-48801193,ENSG00000015285.6$WAS$chrX$48534985$+,0.36
chr16:89654992-89657392,ENSG00000015413.5$DPEP1$chr16$89679716$+,0.45
chr16:89658592-89660992,ENSG00000015413.5$DPEP1$chr16$89679716$+,0.39
chr16:89685592-89686592,ENSG00000015413.5$DPEP1$chr16$89679716$+,0.39
chr22:17810434-17812434,ENSG00000015475.14$BID$chr22$18257536$-,0.44
chr7:44574601-44577001,ENSG00000015520.10$NPC1L1$chr7$44580914$-,0.56
chr7:44582801-44583801,ENSG00000015520.10$NPC1L1$chr7$44580914$-,0.56
chr8:27256083-27257683,ENSG00000015592.12$STMN4$chr8$27115937$-,0.46
chr8:27274083-27274483,ENSG00000015592.12$STMN4$chr8$27115937$-,0.46
chr8:27274883-27275283,ENSG00000015592.12$STMN4$chr8$27115937$-,0.38
chr3:53879773-53881573,ENSG00000016391.6$CHDH$chr3$53880417$-,0.49
chr3:53892373-53893173,ENSG00000016391.6$CHDH$chr3$53880417$-,0.54
chr6:136985463-136985663,ENSG00000016402.8$IL20RA$chr6$137366298$-,0.56
chr6:137035863-137038063,ENSG00000016402.8$IL20RA$chr6$137366298$-,0.64
chr6:137039063-137039463,ENSG00000016402.8$IL20RA$chr6$137366298$-,0.64
chr6:137062263-137063463,ENSG00000016402.8$IL20RA$chr6$137366298$-,0.67
chr6:137076463-137077463,ENSG00000016402.8$IL20RA$chr6$137366298$-,0.61
chr6:137089063-137090063,ENSG00000016402.8$IL20RA$chr6$137366298$-,0.52
chr1:86431917-86432117,ENSG00000016490.11$CLCA1$chr1$86934051$+,0.72
chr1:86435517-86436717,ENSG00000016490.11$CLCA1$chr1$86934051$+,0.67
chr1:86520117-86521117,ENSG00000016490.11$CLCA1$chr1$86934051$+,0.65
chr1:86536717-86537717,ENSG00000016490.11$CLCA1$chr1$86934051$+,0.53
chr1:86538117-86540117,ENSG00000016490.11$CLCA1$chr1$86934051$+,0.56
chr1:86618117-86619317,ENSG00000016490.11$CLCA1$chr1$86934051$+,0.39
chr1:86536717-86537717,ENSG00000016602.8$CLCA4$chr1$87012761$+,0.41
chr1:86538117-86540117,ENSG00000016602.8$CLCA4$chr1$87012761$+,0.53
chr17:38612747-38614747,ENSG00000017373.11$SRCIN1$chr17$36762183$-,0.65
chr17:38616347-38618147,ENSG00000017373.11$SRCIN1$chr17$36762183$-,0.52
chrX:49012383-49013782,ENSG00000017621.11$MAGIX$chrX$49019061$+,0.41
chrX:49043674-49044674,ENSG00000017621.11$MAGIX$chrX$49019061$+,0.4
chrX:49121447-49123050,ENSG00000017621.11$MAGIX$chrX$49019061$+,0.64
chrX:49154264-49155863,ENSG00000017621.11$MAGIX$chrX$49019061$+,0.78
chrX:49191943-49194343,ENSG00000017621.11$MAGIX$chrX$49019061$+,0.57
chr18:9473402-9474802,ENSG00000017797.7$RALBP1$chr18$9475007$+,0.4
chr18:9481602-9483402,ENSG00000017797.7$RALBP1$chr18$9475007$+,0.65
chr18:9483802-9485802,ENSG00000017797.7$RALBP1$chr18$9475007$+,0.57
chr4:70657883-70658883,ENSG00000018189.8$RUFY3$chr4$71569921$+,0.51
chr2:177421872-177423272,ENSG00000018510.8$AGPS$chr2$178257372$+,0.44
chrX:119572637-119574037,ENSG00000018610.9$CXorf56$chrX$118699397$-,0.54
chr19:56404631-56406231,ENSG00000018869.12$ZNF582$chr19$56904914$-,0.63
chr11:124822104-124824504,ENSG00000019102.7$VSIG2$chr11$124622134$-,0.5
chr11:45144649-45146649,ENSG00000019505.3$SYT13$chr11$45307870$-,0.4
chr11:45252049-45253449,ENSG00000019505.3$SYT13$chr11$45307870$-,0.62
chr5:150435837-150436837,ENSG00000019582.10$CD74$chr5$149792492$-,0.49
chr8:37761682-37762082,ENSG00000020181.13$GPR124$chr8$37641709$+,0.5
chr20:52172061-52173861,ENSG00000020256.15$ZFP64$chr20$50820847$-,0.51
chr20:52189661-52190861,ENSG00000020256.15$ZFP64$chr20$50820847$-,0.58
chr20:52192461-52194261,ENSG00000020256.15$ZFP64$chr20$50820847$-,0.52
chr7:99771577-99773977,ENSG00000021461.12$CYP3A43$chr7$99425636$+,0.45
chr7:99776577-99778577,ENSG00000021461.12$CYP3A43$chr7$99425636$+,0.43
chr7:99919977-99921177,ENSG00000021461.12$CYP3A43$chr7$99425636$+,0.35
chr19:32872294-32874294,ENSG00000021488.8$SLC7A9$chr19$33360672$-,0.54
chr2:32037331-32039331,ENSG00000021574.7$SPAST$chr2$32288680$+,0.52
chr20:56462544-56464944,ENSG00000022277.8$RTFDC1$chr20$55043647$+,0.45
chr12:120507997-120508797,ENSG00000022840.11$RNF10$chr12$120971283$+,0.53
chr12:120529597-120530997,ENSG00000022840.11$RNF10$chr12$120971283$+,0.56
chr10:112406042-112407042,ENSG00000023041.7$ZDHHC6$chr10$114206672$-,0.44
chr10:112447842-112449642,ENSG00000023041.7$ZDHHC6$chr10$114206672$-,0.49
chr11:123486692-123488292,ENSG00000023171.10$GRAMD1B$chr11$123396344$+,0.36
chr11:507400-509400,ENSG00000023191.12$RNH1$chr11$507300$-,0.42
chr11:517200-519400,ENSG00000023191.12$RNH1$chr11$507300$-,0.52
chr8:52756440-52757240,ENSG00000023287.8$RB1CC1$chr8$53658403$-,0.41
chr12:15950266-15951466,ENSG00000023697.8$DERA$chr12$16064106$+,0.63
chr12:15987466-15989466,ENSG00000023697.8$DERA$chr12$16064106$+,0.54
chr12:16021066-16023266,ENSG00000023697.8$DERA$chr12$16064106$+,0.4
chr6:42580862-42581862,ENSG00000024048.6$UBR2$chr6$42531800$+,0.57
chr6:138771063-138773063,ENSG00000024862.12$CCDC28A$chr6$139094657$+,0.54
chr6:138774263-138776463,ENSG00000024862.12$CCDC28A$chr6$139094657$+,0.39
chr11:47249449-47250849,ENSG00000025434.14$NR1H3$chr11$47269851$+,0.41
chr22:50496971-50499171,ENSG00000025708.8$TYMP$chr22$50968485$-,0.37
chr22:50508771-50510771,ENSG00000025708.8$TYMP$chr22$50968485$-,0.41
chr22:50496971-50499171,ENSG00000025770.14$NCAPH2$chr22$50946645$+,0.51
chr22:50508771-50510771,ENSG00000025770.14$NCAPH2$chr22$50946645$+,0.47
